temps,gains,period
19.988352,3488.9418,"2018-02-15"
20.013871,3484.8837,"2018-02-15"
20.021901,3512.2177,"2018-02-15"
20.022533,3487.6976,"2018-02-15"
19.988198,3486.4959,"2018-02-15"
20.0194,3535.0199,"2018-02-15"
20.078846,3486.642,"2018-02-15"
20.027288,3508.5525,"2018-02-15"
19.992411,3561.0073,"2018-02-15"
20.044989,3525.8146,"2018-02-15"
20.100333,3506.2519,"2018-02-15"
20.146511,3518.6552,"2018-02-15"
20.259644,3550.2968,"2018-02-15"
20.202237,3568.9926,"2018-02-15"
20.107133,3489.8662,"2018-02-15"
20.030923,3577.2534,"2018-02-15"
20.005456,3547.2431,"2018-02-15"
20.036407,3528.0907,"2018-02-15"
20.024429,3501.6461,"2018-02-15"
19.980464,3551.735,"2018-02-15"
19.967484,3538.3014,"2018-02-15"
20.033967,3523.4416,"2018-02-15"
19.635967,3499.9179,"2018-02-15"
19.836522,3566.135,"2018-02-15"
19.948942,3535.5875,"2018-02-15"
20.191561,3556.857,"2018-02-15"
20.296356,3542.6524,"2018-02-15"
20.209478,3548.5564,"2018-02-15"
20.547278,3525.2719,"2018-02-15"
20.572138,3508.2206,"2018-02-15"
20.405689,3574.3574,"2018-02-15"
20.271267,3542.9334,"2018-02-15"
20.224622,3567.2581,"2018-02-15"
20.198878,3543.2795,"2018-02-15"
20.198913,3551.2684,"2018-02-15"
20.199456,3576.4906,"2018-02-15"
20.180411,3577.2209,"2018-02-15"
20.187834,3553.7161,"2018-02-15"
19.533132,3570.6464,"2018-02-15"
19.979989,3636.5227,"2018-02-15"
20.155244,3584.5054,"2018-02-15"
20.0716,3553.1623,"2018-02-15"
20.380055,3561.1585,"2018-02-15"
20.6725,3563.344,"2018-02-15"
20.679715,3542.3993,"2018-02-15"
20.590824,3541.1623,"2018-02-15"
20.558489,3541.8859,"2018-02-15"
20.6485,3565.3561,"2018-02-15"
20.628892,3556.4801,"2018-02-15"
20.751589,3588.341,"2018-02-15"
20.805174,3555.5573,"2018-02-15"
20.861056,3518.7852,"2018-02-15"
20.811567,3525.5636,"2018-02-15"
20.826767,3504.0311,"2018-02-15"
20.887465,3487.572,"2018-02-15"
20.967986,3510.831,"2018-02-15"
21.230307,3564.1653,"2018-02-15"
21.420677,3478.0852,"2018-02-15"
21.514589,3498.465,"2018-02-15"
21.589967,3541.587,"2018-02-15"
21.608379,3533.2818,"2018-02-15"
21.504189,3522.766,"2018-02-15"
21.290107,3524.1634,"2018-02-15"
20.866233,3514.9508,"2018-02-15"
20.90156,3539.1161,"2018-02-15"
20.916036,3519.3972,"2018-02-15"
20.889767,3471.2573,"2018-02-15"
20.815868,3523.8757,"2018-02-15"
20.243456,3488.0427,"2018-02-15"
20.595367,3495.9378,"2018-02-15"
20.878811,3504.4776,"2018-02-15"
21.040043,3482.8521,"2018-02-15"
21.452689,3551.4559,"2018-02-15"
21.801868,3472.4358,"2018-02-15"
22.077602,3492.8188,"2018-02-15"
21.525556,3536.3217,"2018-02-15"
21.383626,3519.4578,"2018-02-15"
21.1985,3486.7708,"2018-02-15"
21.323744,3503.6459,"2018-02-15"
21.397744,3473.6854,"2018-02-15"
21.426644,3488.5556,"2018-02-15"
21.481626,3467.4677,"2018-02-15"
21.388014,3436.7715,"2018-02-15"
21.402714,3487.0267,"2018-02-15"
21.767278,3431.731,"2018-02-15"
21.978533,3509.0207,"2018-02-15"
22.109774,3460.0978,"2018-02-15"
22.173667,3438.8393,"2018-02-15"
22.208022,3511.0974,"2018-02-15"
22.178278,3442.8702,"2018-02-15"
22.174703,3441.5172,"2018-02-15"
22.150256,3464.6616,"2018-02-15"
22.074,3448.5551,"2018-02-15"
21.979557,3502.0135,"2018-02-15"
21.665633,3498.5078,"2018-02-15"
21.586228,3482.1992,"2018-02-15"
21.524167,3440.1322,"2018-02-15"
21.467651,3486.2661,"2018-02-15"
21.467085,3431.1725,"2018-02-15"
21.415988,3453.5248,"2018-02-15"
21.490469,3453.824,"2018-02-15"
21.622789,3514.7893,"2018-02-15"
21.660994,3486.388,"2018-02-15"
21.469115,3475.9883,"2018-02-15"
21.185945,3530.0527,"2018-02-15"
21.021789,3481.9669,"2018-02-15"
20.834286,3476.2971,"2018-02-15"
20.660956,3554.9242,"2018-02-15"
20.569077,3482.5351,"2018-02-15"
20.441078,3472.3228,"2018-02-15"
20.393289,3487.2946,"2018-02-15"
20.412611,3448.6672,"2018-02-15"
20.519395,3523.6415,"2018-02-15"
20.798043,3483.628,"2018-02-15"
20.874043,3464.6855,"2018-02-15"
20.921121,3461.6131,"2018-02-15"
20.968978,3493.2812,"2018-02-15"
20.809055,3458.2244,"2018-02-15"
20.700756,3475.8794,"2018-02-15"
20.665556,3476.928,"2018-02-15"
20.650901,3490.6721,"2018-02-15"
20.639678,3508.675,"2018-02-15"
20.610522,3461.6917,"2018-02-15"
20.552211,3437.755,"2018-02-15"
20.560411,3458.8444,"2018-02-15"
20.538367,3479.8774,"2018-02-15"
20.5468,3401.6562,"2018-02-15"
20.676054,3389.5159,"2018-02-15"
20.831267,3424.0384,"2018-02-15"
21.498056,3413.926,"2018-02-15"
21.8813,3405.42,"2018-02-15"
22.048582,3462.7855,"2018-02-15"
22.190011,3375.2738,"2018-02-15"
22.100667,3372.9733,"2018-02-15"
22.047911,3385.051,"2018-02-15"
21.986289,3360.5797,"2018-02-15"
21.829846,3389.8597,"2018-02-15"
21.764244,3395.1406,"2018-02-15"
21.688493,3356.404,"2018-02-15"
21.586433,3374.9162,"2018-02-15"
21.438644,3379.3753,"2018-02-15"
21.442626,3368.6173,"2018-02-15"
21.474044,3348.6239,"2018-02-15"
21.493767,3374.4902,"2018-02-15"
21.607767,3347.3978,"2018-02-15"
21.711956,3365.1589,"2018-02-15"
21.928056,3336.2138,"2018-02-15"
22.082813,3344.1304,"2018-02-15"
22.192122,3372.619,"2018-02-15"
22.3583,3395.2667,"2018-02-15"
22.366267,3382.5809,"2018-02-15"
22.188912,3379.6592,"2018-02-15"
21.963822,3371.5321,"2018-02-15"
21.917444,3400.677,"2018-02-15"
21.9059,3413.9887,"2018-02-15"
21.845385,3438.3284,"2018-02-15"
21.693822,3418.0631,"2018-02-15"
21.57675,3470.5177,"2018-02-15"
21.527956,3425.5134,"2018-02-15"
21.676433,3474.0413,"2018-02-15"
22.124038,3413.2249,"2018-02-15"
22.230244,3411.8535,"2018-02-15"
22.154659,3417.4248,"2018-02-15"
22.134144,3458.5349,"2018-02-15"
22.064355,3440.9183,"2018-02-15"
22.018986,3453.9965,"2018-02-15"
21.9523,3461.8572,"2018-02-15"
21.918089,3419.8379,"2018-02-15"
21.864544,3418.0114,"2018-02-15"
21.847736,3404.1701,"2018-02-15"
21.820722,3403.8448,"2018-02-15"
21.844681,3398.3886,"2018-02-15"
21.937802,3409.7188,"2018-02-15"
22.141522,3391.8228,"2018-02-15"
22.300956,3400.9616,"2018-02-15"
22.355294,3371.6277,"2018-02-15"
22.380022,3398.7784,"2018-02-15"
22.390811,3407.3232,"2018-02-15"
22.424868,3400.5156,"2018-02-15"
22.377133,3432.1296,"2018-02-15"
22.2979,3404.8705,"2018-02-15"
22.1371,3444.1864,"2018-02-15"
21.967,3383.588,"2018-02-15"
21.861389,3391.4079,"2018-02-15"
21.692604,3381.9953,"2018-02-15"
21.608586,3431.3433,"2018-02-15"
21.483912,3410.4154,"2018-02-15"
21.475791,3422.4577,"2018-02-15"
21.521242,3420.2703,"2018-02-15"
21.740533,3398.7065,"2018-02-15"
22.120933,3388.6589,"2018-02-15"
22.333644,3380.2861,"2018-02-15"
22.432756,3387.9195,"2018-02-15"
22.505857,3447.1768,"2018-02-15"
22.536422,3397.9668,"2018-02-15"
22.4707,3425.6903,"2018-02-15"
22.365044,3425.4492,"2018-02-15"
22.214264,3460.7686,"2018-02-15"
22.021681,3406.8989,"2018-02-15"
21.824078,3434.7586,"2018-02-15"
21.603589,3487.6779,"2018-02-15"
21.433156,3411.0018,"2018-02-15"
21.291611,3425.7362,"2018-02-15"
21.344363,3435.7266,"2018-02-15"
21.506967,3494.0705,"2018-02-15"
21.809611,3417.63,"2018-02-15"
22.255374,3450.4704,"2018-02-15"
22.4263,3425.3018,"2018-02-15"
22.520356,3439.988,"2018-02-15"
22.5827,3402.2033,"2018-02-15"
22.596055,3406.9076,"2018-02-15"
22.563089,3421.1782,"2018-02-15"
22.540556,3440.1823,"2018-02-15"
22.538725,3433.9537,"2018-02-15"
22.549356,3404.7686,"2018-02-15"
22.542833,3426.1964,"2018-02-15"
22.532956,3406.6224,"2018-02-15"
22.5196,3453.8392,"2018-02-15"
22.4836,3395.2701,"2018-02-15"
22.489322,3376.0128,"2018-02-15"
22.568099,3499.3297,"2018-02-15"
22.722499,3413.687,"2018-02-15"
22.86869,3386.6999,"2018-02-15"
22.883042,3435.2575,"2018-02-15"
22.845733,3384.1663,"2018-02-15"
22.801111,3415.5245,"2018-02-15"
22.7774,3431.9452,"2018-02-15"
22.706722,3409.1829,"2018-02-15"
22.641567,3388.396,"2018-02-15"
22.565578,3435.2002,"2018-02-15"
22.507167,3418.2324,"2018-02-15"
22.452156,3412.011,"2018-02-15"
22.422813,3415.2556,"2018-02-15"
22.392533,3434.5893,"2018-02-15"
22.366256,3392.7799,"2018-02-15"
22.473367,3429.0795,"2018-02-15"
22.653806,3406.8817,"2018-02-15"
22.758733,3392.5047,"2018-02-15"
22.775505,3394.6042,"2018-02-15"
22.702947,3363.6786,"2018-02-15"
22.685633,3395.134,"2018-02-15"
22.616867,3378.6072,"2018-02-15"
22.594923,3416.5332,"2018-02-15"
22.560179,3410.3893,"2018-02-15"
22.526573,3374.2109,"2018-02-15"
22.494136,3343.2443,"2018-02-15"
22.482401,3377.071,"2018-02-15"
22.443911,3331.6655,"2018-02-15"
22.393383,3363.7524,"2018-02-15"
22.416416,3373.6456,"2018-02-15"
22.41648,3337.6498,"2018-02-15"
22.464403,3352.8706,"2018-02-15"
22.500351,3356.6156,"2018-02-15"
22.57162,3371.5568,"2018-02-15"
22.613583,3422.1878,"2018-02-15"
22.463819,3384.4288,"2018-02-15"
22.723889,3367.5192,"2018-02-15"
22.776128,3399.9462,"2018-02-15"
22.789434,3413.7886,"2018-02-15"
22.746222,3412.5015,"2018-02-15"
22.649901,3397.1343,"2018-02-15"
22.5458,3406.4975,"2018-02-15"
22.446789,3427.2532,"2018-02-15"
22.381667,3439.8884,"2018-02-15"
22.321549,3429.8347,"2018-02-15"
22.259867,3427.0607,"2018-02-15"
22.133308,3449.6678,"2018-02-15"
22.400745,3472.9214,"2018-02-15"
22.486165,3468.6742,"2018-02-15"
22.590189,3416.8074,"2018-02-15"
22.713767,3440.1874,"2018-02-15"
22.801389,3440.8049,"2018-02-15"
22.904444,3453.8102,"2018-02-15"
22.977644,3447.3901,"2018-02-15"
22.992275,3454.1608,"2018-02-15"
22.958111,3441.4614,"2018-02-15"
22.899911,3461.8073,"2018-02-15"
22.810944,3438.6333,"2018-02-15"
22.723626,3440.6145,"2018-02-15"
22.602659,3452.6198,"2018-02-15"
22.525253,3423.4503,"2018-02-15"
22.450033,3464.4247,"2018-02-15"
22.395222,3427.5168,"2018-02-15"
22.516769,3414.973,"2018-02-15"
22.681578,3466.972,"2018-02-15"
22.812744,3407.4515,"2018-02-15"
22.893747,3456.3605,"2018-02-15"
22.968756,3435.6822,"2018-02-15"
23.062556,3418.573,"2018-02-15"
22.924407,3429.6693,"2018-02-15"
22.745344,3427.0229,"2018-02-15"
22.755033,3414.0482,"2018-02-15"
22.783833,3455.7832,"2018-02-15"
22.742833,3487.9325,"2018-02-15"
22.704484,3458.815,"2018-02-15"
22.6789,3497.4534,"2018-02-15"
22.664857,3465.5989,"2018-02-15"
22.737178,3438.425,"2018-02-15"
22.902111,3477.9643,"2018-02-15"
22.882956,3428.0949,"2018-02-15"
22.811044,3410.3186,"2018-02-15"
22.886078,3436.3263,"2018-02-15"
22.897156,3463.7905,"2018-02-15"
22.864544,3451.891,"2018-02-15"
22.760297,3464.6795,"2018-02-15"
22.820802,3478.7286,"2018-02-15"
22.779356,3514.3145,"2018-02-15"
22.733626,3453.6661,"2018-02-15"
22.848944,3451.6988,"2018-02-15"
22.950933,3436.9666,"2018-02-15"
23.072922,3400.4118,"2018-02-15"
23.086,3451.0808,"2018-02-15"
23.013578,3425.4207,"2018-02-15"
22.929835,3435.4078,"2018-02-15"
22.958544,3400.4082,"2018-02-15"
23.046835,3451.1469,"2018-02-15"
22.838165,3418.7321,"2018-02-15"
22.795367,3453.9068,"2018-02-15"
22.831878,3395.5893,"2018-02-15"
22.847253,3427.1276,"2018-02-15"
22.790467,3461.2448,"2018-02-15"
22.734769,3419.0337,"2018-02-15"
22.707033,3424.5506,"2018-02-15"
22.678178,3432.651,"2018-02-15"
22.698769,3424.16,"2018-02-15"
22.792011,3472.6855,"2018-02-15"
22.626778,3403.021,"2018-02-15"
22.5793,3452.6172,"2018-02-15"
22.591911,3446.5617,"2018-02-15"
22.595356,3403.6062,"2018-02-15"
22.602791,3453.8313,"2018-02-15"
22.536756,3433.0173,"2018-02-15"
22.4149,3456.2146,"2018-02-15"
22.448311,3461.3044,"2018-02-15"
22.540244,3477.0739,"2018-02-15"
22.930489,3458.8435,"2018-02-15"
23.148122,3451.5236,"2018-02-15"
23.092633,3441.6573,"2018-02-15"
23.190356,3436.8061,"2018-02-15"
23.246033,3465.9615,"2018-02-15"
23.3085,3424.724,"2018-02-15"
23.35489,3455.2584,"2018-02-15"
23.390622,3461.1557,"2018-02-15"
23.408297,3464.2311,"2018-02-15"
23.436767,3446.5844,"2018-02-15"
23.445209,3451.2367,"2018-02-15"
23.465167,3449.5719,"2018-02-15"
23.458078,3453.5169,"2018-02-15"
23.48867,3438.753,"2018-02-15"
23.549344,3417.4943,"2018-02-15"
23.648472,3506.93,"2018-02-15"
23.699156,3460.4495,"2018-02-15"
23.682593,3451.7695,"2018-02-15"
23.702722,3459.2967,"2018-02-15"
23.727322,3487.0768,"2018-02-15"
23.740633,3447.379,"2018-02-15"
23.747978,3428.3865,"2018-02-15"
23.727242,3456.4543,"2018-02-15"
23.699167,3429.1492,"2018-02-15"
23.697484,3430.6735,"2018-02-15"
23.692322,3475.178,"2018-02-15"
23.679489,3477.5389,"2018-02-15"
23.737344,3427.9741,"2018-02-15"
23.793769,3410.3497,"2018-02-15"
23.826733,3494.1956,"2018-02-15"
23.862901,3481.5093,"2018-02-15"
23.867256,3443.5561,"2018-02-15"
23.838,3492.9844,"2018-02-15"
23.834989,3489.4217,"2018-02-15"
23.827822,3465.4523,"2018-02-15"
23.825,3502.6221,"2018-02-15"
23.831473,3472.4783,"2018-02-15"
23.831144,3473.6093,"2018-02-15"
23.802211,3478.1176,"2018-02-15"
23.776744,3456.6589,"2018-02-15"
23.772989,3483.7865,"2018-02-15"
23.73017,3440.972,"2018-02-15"
23.7693,3478.9644,"2018-02-15"
23.800833,3461.2453,"2018-02-15"
23.793067,3460.7259,"2018-02-15"
23.83133,3481.7211,"2018-02-15"
23.870589,3468.5761,"2018-02-15"
23.8941,3479.243,"2018-02-15"
23.884033,3515.8489,"2018-02-15"
23.845933,3510.161,"2018-02-15"
23.809011,3504.344,"2018-02-15"
23.778444,3495.7138,"2018-02-15"
23.753121,3472.2057,"2018-02-15"
23.730231,3463.8224,"2018-02-15"
23.721667,3528.4894,"2018-02-15"
23.713211,3491.8356,"2018-02-15"
23.697363,3508.9874,"2018-02-15"
23.685422,3472.0583,"2018-02-15"
23.695933,3471.7635,"2018-02-15"
23.734374,3505.3974,"2018-02-15"
23.773544,3491.3367,"2018-02-15"
23.789467,3464.8446,"2018-02-15"
23.831122,3464.4174,"2018-02-15"
23.877044,3500.8163,"2018-02-15"
23.897633,3525.5885,"2018-02-15"
23.886478,3524.7091,"2018-02-15"
23.874333,3510.441,"2018-02-15"
23.857,3459.7886,"2018-02-15"
23.829922,3528.6656,"2018-02-15"
23.804593,3467.9493,"2018-02-15"
23.792489,3448.2394,"2018-02-15"
23.785835,3432.9285,"2018-02-15"
23.769144,3416.3068,"2018-02-15"
23.751044,3440.7793,"2018-02-15"
23.765544,3427.7814,"2018-02-15"
23.774411,3434.9398,"2018-02-15"
23.822678,3399.5386,"2018-02-15"
23.876902,3471.9308,"2018-02-15"
23.917989,3458.6394,"2018-02-15"
23.955944,3454.7621,"2018-02-15"
23.950728,3441.0196,"2018-02-15"
23.904744,3421.7999,"2018-02-15"
23.893144,3441.4416,"2018-02-15"
23.872367,3434.5503,"2018-02-15"
23.8462,3435.2662,"2018-02-15"
23.818132,3431.8641,"2018-02-15"
23.789733,3434.8785,"2018-02-15"
23.771711,3394.975,"2018-02-15"
23.760833,3416.8747,"2018-02-15"
23.775527,3406.6877,"2018-02-15"
23.831022,3384.5983,"2018-02-15"
23.836556,3388.0302,"2018-02-15"
23.873714,3378.5849,"2018-02-15"
23.934889,3408.9964,"2018-02-15"
23.975478,3415.6327,"2018-02-15"
23.991211,3421.7405,"2018-02-15"
23.980747,3472.5438,"2018-02-15"
23.958956,3427.0068,"2018-02-15"
23.920922,3426.5698,"2018-02-15"
23.868867,3453.6193,"2018-02-15"
23.818857,3463.6993,"2018-02-15"
23.784978,3446.5768,"2018-02-15"
23.7731,3446.9193,"2018-02-15"
23.737,3461.2486,"2018-02-15"
23.523,3004.1069,"2018-10-19"
23.674873,2999.5458,"2018-10-19"
24.017344,2994.3805,"2018-10-19"
24.363121,2972.1497,"2018-10-19"
24.486154,2986.1665,"2018-10-19"
24.351089,3005.001,"2018-10-19"
24.273911,3044.9717,"2018-10-19"
24.207622,3024.4484,"2018-10-19"
24.165533,3006.4308,"2018-10-19"
24.188267,3015.9642,"2018-10-19"
24.149571,3141.0358,"2018-10-19"
23.943156,3079.1085,"2018-10-19"
23.510711,3101.9807,"2018-10-19"
23.200422,3089.3374,"2018-10-19"
22.778659,3103.9357,"2018-10-19"
22.605036,3109.0487,"2018-10-19"
22.614747,3161.1181,"2018-10-19"
22.627789,3080.2464,"2018-10-19"
23.284444,3104.5232,"2018-10-19"
24.097556,3128.0237,"2018-10-19"
24.303867,3108.238,"2018-10-19"
24.340467,3107.2491,"2018-10-19"
24.335478,3098.175,"2018-10-19"
24.385644,3119.4209,"2018-10-19"
24.354067,3121.1233,"2018-10-19"
24.337167,3126.4645,"2018-10-19"
24.340511,3154.9546,"2018-10-19"
24.284743,3224.5425,"2018-10-19"
23.665374,3165.99,"2018-10-19"
23.252178,3144.5805,"2018-10-19"
23.396378,3116.4529,"2018-10-19"
23.503041,3176.4624,"2018-10-19"
23.904978,3128.8428,"2018-10-19"
24.342911,3132.6149,"2018-10-19"
24.418533,3099.9837,"2018-10-19"
25.139929,3106.4447,"2018-10-19"
25.0322,3143.1201,"2018-10-19"
24.819311,3178.268,"2018-10-19"
24.692527,3151.3958,"2018-10-19"
24.454378,3132.6787,"2018-10-19"
24.464256,3182.3117,"2018-10-19"
24.435644,3095.4189,"2018-10-19"
24.5263,3158.3572,"2018-10-19"
24.4215,3199.972,"2018-10-19"
23.587178,3156.1166,"2018-10-19"
23.748659,3135.6349,"2018-10-19"
23.954915,3167.9297,"2018-10-19"
24.289711,3117.4326,"2018-10-19"
25.056279,3041.1737,"2018-10-19"
25.633033,3031.4144,"2018-10-19"
25.754414,3045.1387,"2018-10-19"
25.791111,3013.8811,"2018-10-19"
25.831922,3014.7248,"2018-10-19"
25.841589,3022.6457,"2018-10-19"
25.822495,3013.3891,"2018-10-19"
25.755341,3056.22,"2018-10-19"
25.423727,3086.7867,"2018-10-19"
24.50533,3088.7569,"2018-10-19"
24.554833,3075.1091,"2018-10-19"
24.539714,3035.7872,"2018-10-19"
24.478753,3047.4575,"2018-10-19"
24.399925,2961.7205,"2018-10-19"
25.551944,2989.853,"2018-10-19"
25.952462,3011.0511,"2018-10-19"
26.005433,2988.7692,"2018-10-19"
25.790133,3008.3966,"2018-10-19"
25.741319,3016.4329,"2018-10-19"
25.592604,3062.5626,"2018-10-19"
25.3785,3000.2822,"2018-10-19"
25.061,3024.6528,"2018-10-19"
25.067649,3050.1514,"2018-10-19"
24.990835,3033.9741,"2018-10-19"
24.645544,3025.7646,"2018-10-19"
24.376933,3024.9837,"2018-10-19"
24.634544,3061.8693,"2018-10-19"
24.930505,3061.9883,"2018-10-19"
25.270469,3051.4348,"2018-10-19"
25.318144,3071.1527,"2018-10-19"
24.746344,3012.1277,"2018-10-19"
23.413026,3107.0285,"2018-10-19"
23.2078,3091.5505,"2018-10-19"
23.226133,3095.0345,"2018-10-19"
23.25725,3084.9487,"2018-10-19"
23.275626,3061.6281,"2018-10-19"
23.337478,3068.1774,"2018-10-19"
23.471478,3100.7234,"2018-10-19"
23.512429,3077.3035,"2018-10-19"
23.409278,3127.2219,"2018-10-19"
23.384889,3057.69,"2018-10-19"
23.393824,3052.0135,"2018-10-19"
23.402722,3111.3161,"2018-10-19"
22.811593,3062.23,"2018-10-19"
22.8287,3054.7024,"2018-10-19"
22.703295,3243.9511,"2018-10-19"
22.374903,3234.5169,"2018-10-19"
22.300067,3272.9044,"2018-10-19"
22.121945,3241.6138,"2018-10-19"
22.092878,3290.4767,"2018-10-19"
22.093033,3291.9817,"2018-10-19"
22.046589,3262.507,"2018-10-19"
22.037733,3259.6097,"2018-10-19"
22.271822,3288.9962,"2018-10-19"
22.177478,3297.0989,"2018-10-19"
21.838385,3273.6325,"2018-10-19"
21.658222,3228.4646,"2018-10-19"
21.363433,3230.1864,"2018-10-19"
21.031978,3257.0535,"2018-10-19"
21.186756,3265.1193,"2018-10-19"
21.533833,3240.6279,"2018-10-19"
21.507538,3265.1315,"2018-10-19"
21.233208,3232.381,"2018-10-19"
21.037844,3229.1997,"2018-10-19"
21.174549,3273.6633,"2018-10-19"
21.201044,3282.5883,"2018-10-19"
21.311813,3282.0612,"2018-10-19"
21.428944,3302.2491,"2018-10-19"
20.753767,3362.226,"2018-10-19"
19.972626,3306.6343,"2018-10-19"
19.841644,3306.9118,"2018-10-19"
19.875833,3306.3072,"2018-10-19"
20.109689,3297.626,"2018-10-19"
20.269747,3284.0183,"2018-10-19"
20.894978,3264.8429,"2018-10-19"
20.854478,3285.9429,"2018-10-19"
20.836668,3283.5264,"2018-10-19"
20.785789,3248.6022,"2018-10-19"
20.735833,3273.4179,"2018-10-19"
20.776511,3273.5455,"2018-10-19"
20.795648,3304.8072,"2018-10-19"
20.848689,3305.7193,"2018-10-19"
20.849231,3261.5951,"2018-10-19"
20.795233,3292.4579,"2018-10-19"
20.494022,3276.6176,"2018-10-19"
20.464645,3265.4942,"2018-10-19"
20.770222,3263.3385,"2018-10-19"
21.219222,3252.3896,"2018-10-19"
21.426132,3281.4637,"2018-10-19"
21.6109,3264.4,"2018-10-19"
21.628126,3265.9267,"2018-10-19"
21.39578,3276.3443,"2018-10-19"
21.174731,3277.2151,"2018-10-19"
21.162165,3227.8275,"2018-10-19"
21.261433,3243.3969,"2018-10-19"
21.382656,3241.6597,"2018-10-19"
21.415511,3238.8976,"2018-10-19"
21.467429,3228.2954,"2018-10-19"
21.757111,3253.8866,"2018-10-19"
21.6555,3207.2222,"2018-10-19"
21.264374,3199.5836,"2018-10-19"
21.399511,3201.8588,"2018-10-19"
21.626456,3213.0295,"2018-10-19"
21.703549,3197.0243,"2018-10-19"
21.940067,3251.9416,"2018-10-19"
22.069901,3203.2126,"2018-10-19"
22.213878,3225.3748,"2018-10-19"
22.310922,3227.1067,"2018-10-19"
22.307802,3177.918,"2018-10-19"
22.359011,3204.6735,"2018-10-19"
22.324582,3169.1568,"2018-10-19"
22.0947,3196.1092,"2018-10-19"
22.090111,3215.9848,"2018-10-19"
22.025951,3183.4379,"2018-10-19"
21.895456,3208.4934,"2018-10-19"
21.980725,3166.4939,"2018-10-19"
22.009767,3205.2622,"2018-10-19"
22.055822,3176.9677,"2018-10-19"
22.081374,3197.4875,"2018-10-19"
22.158078,3188.1224,"2018-10-19"
22.509769,3200.9787,"2018-10-19"
22.419267,3192.0277,"2018-10-19"
22.349944,3190.069,"2018-10-19"
22.294711,3200.7799,"2018-10-19"
22.303275,3153.7163,"2018-10-19"
22.417711,3183.8445,"2018-10-19"
22.353835,3222.9464,"2018-10-19"
